jobs_title,jobs_location,jobs_url,company_logo
Adversarial Engineer,"Plano, TX",https://jobs.lever.co/criticalstart/929a4a2e-e074-4c5c-ab68-5be2b6762167,https://lever-client-logos.s3-us-west-2.amazonaws.com/de78f122-c406-460e-8030-db9dd161b651-1592518620004.png
